id,constant,position,translate
232,fotmsText.titleReminder,Восстановление пароля,Passwort zurücksetzen
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,Name *
234,formsText.placeholderName,Введите ваше имя (placeholder),Dein Namen *
235,formsText.labelLastName,Введите вашу фамилию,Nachname *
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),Dein Namen *
237,formsText.labelMail,Введите ваш E-mail,E-mail *
238,formsText.placeholderEmail,Введите ваш E-mail (placeholder),Dein E-Mail *
239,formsText.labelPassword,Введите пароль,Passwort *
240,formsText.placeholderPassword,Введите пароль (placeholder),Passwort eingeben *
241,formsText.labelConfirmPassword,Подтвердите пароль,Passwort bestätigen *
242,formsText.labelPhone,Поле для ввода номера телефона,Telefonnummer *
243,formsText.placeholderPhone,Поле для ввода номера телефона (placeholder),Dein Telefonnummer *
244,formsText.labelCountry,Выберите страну,Land
245,formsText.placeholderCountry,Выберите страну (placeholder),Wählen Sie das Land
246,formsText.labelLanguage,Выберите язык,Sprache wählen
247,formsText.placeholderLanguage,Выберите язык (placeholder),Sprache wählen
248,formsText.labelTime,Удобное время для звонка,Bequeme Zeit
249,formsText.placeholderTime,Удобное время для звонка (placeholder),Beste Zeit zum Anenfen
250,formsText.lableTwoauth,Введите код двухэтапной авторизации,2SV-Code *
251,formsText.placeholderTwoauth,Введите код двухэтапной авторизации (placeholder),Geben 2SV-Code *
252,formsText.labelPromo,Введите промокод,Gutscheincode
253,formsText.placeholderPromo,Введите промокод (placeholder),Geben Gutscheincode
8.3. Дополнительный текст,,,
254,formsText.text_required,* - обязательные поля,* - Benötigte Felder
255,formsText.regRecommend,"Для пароля разрешены только латинские буквы, цифры и символы. ","Für das Passwort sind nur lateinische Buchstaben, Zahlen und Symbole zulässig. Das Passwort muss mindestens einen Großbuchstaben, einen Kleinbuchstaben und eine Zahl enthalten."
256,formsText.checkboxText,Обработка персональных данных (чекбокс),Ich stimme der Verarbeitung personenbezogener Daten
8.4. Уведомления,,,
257,formsText.titleSuccess,Спасибо за отправку сообщения,Vielen Dank für das Senden einer Nachricht
258,formsText.textSuccess,Спасибо за отправку сообщения текст,Wir werden Sie in Kürze kontaktieren.
259,formsText.titleError,Ошибка отправки сообщения,Fehler beim Senden der Nachricht
260,formsText.textError,Ошибка отправки сообщения текст,Versuche es später
309,formsText.titleAttention,Ошибка (заголовок),Achtung!
8.5. Ссылки в форме,,,
261,formsText.forgotText,Забыли пароль?,Haben Sie Ihr Passwort vergessen?
262,formsText.allreadyText,Уже есть учетная запись,Sie haben bereits ein Konto
9. Навигация,,,
263,navText.index,Главная,Main
264,navText.markets,Рынки,Märkte
265,navText.about,О компании,Über das Unternehmen
266,navText.contacts,Контакты,Impressum
267,navText.forex,Валюты,Wähenng
268,navText.metals,Металлы,Metalle
269,navText.stocks,Акции,Bestände
270,navText.commodities,Товары,Commodities
271,navText.indices,Индексы,Indizes
272,navText.crypto,Криптовалюты,Kryptowähenng
273,navText.trading,Торговые условия,Handelsbedingungen
274,navText.licenses,Аккредитация и лицензии,Akkreditieenngen und Lizenzen
275,formsText.checkboxAgreement,Пользовательское соглашение,Nutzungsbedingungen
276,formsText.checkboxPolicy,Политика возврата средств,Rückgaberecht
293,curLang,Текущий язык,De
10. Кнопки,,,
277,buttonText.login,Войти,Einloggen
278,buttonText.btnReg,Зарегистрироваться,Anmelden
279,buttonText.enterFormButton,Войти в кабинет,Einloggen
280,buttonText.btnSend,Отправить,Senden
281,buttonText.btnStartTrade,Начать торговать,Beginnen Händel
282,buttonText.btnOpenAcc,Открыть счет,Ein Konto eröffnen
283,buttonText.btnCallback,Запросить звонок,Fordern Sie einen Anenf
284,buttonText.btnLearMore,Узнать больше,Lernen Mehr
285,buttonText.btn404,Вернуться на главную,Zurück zur Startseite
286,buttonText.btnSupport,Техническая поддержка,Technischer Support
287,buttonText.btnPartner,Стать партнером,Ein Partner werden
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, personalisierte Benutzerunterstützung"
289,contactsHeaderText.text,Подзаголовок,Anruf anfordern und wir werden uns in Kürze in Verbindung setzen.
290,contactsListText.contact2,Наша почта,Unsere E-Mail
291,contactsListText.contact3,Месторасположение,Standort
292,contactsListText.contact1,Международный номер,Internationale Zahl
12. Тайтлы,,,
293,titles.index,index,{BROKER NAME} - Finanzielle Unabhängigkeit erhalten
294,titles.notFound,404,404 - {brokername} - Gewinnen Sie finanzielle Unabhängigkeit
295,titles.licenses,licenses,Akkreditierung und Lizenzen- {brokername} - finanzielle Unabhängigkeit erhalten
296,titles.reminder,recovery,Passwortwiederherstellung - {brokername} - Finanzielle Unabhängigkeit erhalten
297,titles.register,register,Registrieren Sie sich - {BROKER NAME} - Gewinnen Sie finanzielle Unabhängigkeit
298,titles.login,login,Login - {Broker Name} - Finanzielle Unabhängigkeit erhalten
299,titles.about,about,Über das Unternehmen - {brokername} - Verdienen Sie leicht Geld!
300,titles.contacts,contacts,Kontakt- {Brokername} - Rund-THE-CLOCK-Unterstützung
301,titles.markets,markets,Mehr als 200 Finanzinstrumente zum Handel von überall in der Welt
302,titles.commodities,commodities,Commodities-Commodity-Handel mit {Broker-Namen}
303,titles.crypto,crypto,Cryptocurrenciens - Handel CFDs für Cryptozurren zusammen {brokername}
304,titles.forex,forex,Währungen sind der stabilste und vielversprechende Markt für Investitionen
305,titles.indices,indices,Indizes-Werden Sie ein Pro im CFD-Indexhandel
306,titles.metals,metals,Metalle-profitabler Handel von CFD-Verträgen für Metalle
307,titles.stocks,stocks,Aktien - Aktienangebote online von {brokername}
308,titles.trading,trading,Handelsbedingungen - Handelskonten {Broker Name}
