id,constant,position,translate
261,formsText.forgotText,Забыли пароль?,Mot de passe oublié?
262,formsText.allreadyText,Уже есть учетная запись,Vous avez déjà un compte
9. Навигация,,,
263,navText.index,Главная,Principale
264,navText.markets,Рынки,Marchés
265,navText.about,О компании,Propos de société
266,navText.contacts,Контакты,Contacts
267,navText.forex,Валюты,Devise
268,navText.metals,Металлы,Métaux
269,navText.stocks,Акции,Réserves
270,navText.commodities,Товары,Produits
271,navText.indices,Индексы,Indices
272,navText.crypto,Криптовалюты,Crypto-monnaie
273,navText.trading,Торговые условия,Conditions de marché
274,navText.licenses,Аккредитация и лицензии,Accréditations et licences
275,formsText.checkboxAgreement,Пользовательское соглашение,Conditions d'utilisation
276,formsText.checkboxPolicy,Политика возврата средств,Politique de remboursement
293,curLang,Текущий язык,Fr
10. Кнопки,,,
277,buttonText.login,Войти,S'identifier
278,buttonText.btnReg,Зарегистрироваться,S'inscrire
279,buttonText.enterFormButton,Войти в кабинет,S'identifier
280,buttonText.btnSend,Отправить,Envoyer
281,buttonText.btnStartTrade,Начать торговать,Commerce démarrer
282,buttonText.btnOpenAcc,Открыть счет,Ouvrir un compte
283,buttonText.btnCallback,Запросить звонок,Demander un appel
284,buttonText.btnLearMore,Узнать больше,Apprendre plus
285,buttonText.btn404,Вернуться на главную,Revenez à la page principale
286,buttonText.btnSupport,Техническая поддержка,Soutien technique
287,buttonText.btnPartner,Стать партнером,Devenir un partenaire
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, support utilisateur personnalisé"
289,contactsHeaderText.text,Подзаголовок,Demandez un appel et nous vous contacterons sous peu.
290,contactsListText.contact2,Наша почта,Notre e-mail
291,contactsListText.contact3,Месторасположение,Emplacement
292,contactsListText.contact1,Международный номер,Numéro international
12. Тайтлы,,,
293,titles.index,index,{Nom du courtier} - Gagnez indépendance financière
294,titles.notFound,404,404 - {brokername} - Gagner indépendance financière
295,titles.licenses,licenses,Accréditation et licences- {Brokername} - Gagnez indépendance financière
296,titles.reminder,recovery,Récupération de mot de passe - {Brokername} - Gagnez indépendance financière
297,titles.register,register,S'inscrire - {Nom du courtier} - Gagnez indépendance financière
298,titles.login,login,Connexion - {Nom du courtier} - Gagner indépendance financière
299,titles.about,about,À propos de la société - {Brokername} - Gagnez de l'argent facilement!
300,titles.contacts,contacts,Contacts- {Brokername} - Prise en charge de l'utilisateur 24h / 24
301,titles.markets,markets,Plus de 200 instruments financiers pour négocier de partout dans le monde
302,titles.commodities,commodities,Commodités-Marchand Treating avec {Nom du courtier}
303,titles.crypto,crypto,Cryptocurrences - CFDS commerciales pour les cryptocurrences ensemble {brokername}
304,titles.forex,forex,Les devises sont le marché le plus stable et le plus prometteur pour l'investissement
305,titles.indices,indices,Indices-Devenez un Pro dans le trading de l'indice CFD
306,titles.metals,metals,Les métaux - échange rentable des contrats de la CFD pour les métaux
307,titles.stocks,stocks,Stocks - Cotations boursières en ligne avec {BrockerName}
308,titles.trading,trading,Conditions commerciales - Comptes de trading {BrockerName}
