id,constant,position,translate
277,buttonText.login,Войти,Войти
278,buttonText.btnReg,Зарегистрироваться,Зарегистрироваться
279,buttonText.enterFormButton,Войти в кабинет,Войти
280,buttonText.btnSend,Отправить,Отправить
281,buttonText.btnStartTrade,Начать торговать,Начать торговать
282,buttonText.btnOpenAcc,Открыть счет,Открыть счет
283,buttonText.btnCallback,Запросить звонок,Запросить звонок
284,buttonText.btnLearMore,Узнать больше,Узнать больше
285,buttonText.btn404,Вернуться на главную,Вернуться на главную
286,buttonText.btnSupport,Техническая поддержка,Техническая поддержка
287,buttonText.btnPartner,Стать партнером,Стать партнером
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,Круглосуточная поддержка пользователей
289,contactsHeaderText.text,Подзаголовок,Запросите звонок и мы свяжемся с вами в ближайшее время.
290,contactsListText.contact2,Наша почта,Наша почта
291,contactsListText.contact3,Месторасположение,Месторасположение
292,contactsListText.contact1,Международный номер,Международный номер
12. Тайтлы,,,
293,titles.index,index,{BrockerName} - Получите финансовую независимость
294,titles.notFound,404,404 - {BrockerName} - Получите финансовую независимость
295,titles.licenses,licenses,Аккредитации и лицензии - {BrockerName} - Получите финансовую независимость
296,titles.reminder,recovery,Восстановление пароля - {BrockerName} - Получите финансовую независимость
297,titles.register,register,Регистрация - {BrockerName} - Получите финансовую независимость
298,titles.login,login,Вход - {BrockerName} - Получите финансовую независимость
299,titles.about,about,О компании - {BrockerName} – зарабатывай просто!
300,titles.contacts,contacts,"Контакты - {BrockerName} - Круглосуточная, персональная поддержка пользователей"
301,titles.markets,markets,Свыше 200 финансовых инструментов для трейдинга из любой точки мира
302,titles.commodities,commodities,Товары - Торговля сырьевыми товарами с {BrockerName}
303,titles.crypto,crypto,Криптовалюты - Торгуйте CFD на криптовалюту вместе {BrockerName}
304,titles.forex,forex,Валюты – самый устойчивый и перспективный рынок для инвестиций
305,titles.indices,indices,Индексы - Станьте профи в торговле CFD на индексы
306,titles.metals,metals,Металлы - Выгодная торговля CFD-контрактами на металлы
307,titles.stocks,stocks,Акции - Котировки акций онлайн с {BrockerName}
308,titles.trading,trading,Торговые условия - Торговые счета {BrockerName}
