id,constant,position,translate
262,formsText.allreadyText,Уже есть учетная запись,Ya tienes una cuenta
9. Навигация,,,
263,navText.index,Главная,Principal
264,navText.markets,Рынки,Mercados
265,navText.about,О компании,Acerca compañía
266,navText.contacts,Контакты,Contactos
267,navText.forex,Валюты,Moneda
268,navText.metals,Металлы,Rieles
269,navText.stocks,Акции,Cepo
270,navText.commodities,Товары,Materias Primas
271,navText.indices,Индексы,Índices
272,navText.crypto,Криптовалюты,Criptomoneda
273,navText.trading,Торговые условия,Condiciones comerciales
274,navText.licenses,Аккредитация и лицензии,Acreditaciones y Licencias
275,formsText.checkboxAgreement,Пользовательское соглашение,Términos de Uso
276,formsText.checkboxPolicy,Политика возврата средств,Politica de reembolso
293,curLang,Текущий язык,Es
10. Кнопки,,,
277,buttonText.login,Войти,Iniciar sesión
278,buttonText.btnReg,Зарегистрироваться,Regístrate
279,buttonText.enterFormButton,Войти в кабинет,Iniciar sesión
280,buttonText.btnSend,Отправить,Mandar
281,buttonText.btnStartTrade,Начать торговать,Comienza a negociar
282,buttonText.btnOpenAcc,Открыть счет,Abrir una cuenta
283,buttonText.btnCallback,Запросить звонок,Solicitar una llamada
284,buttonText.btnLearMore,Узнать больше,Aprender más
285,buttonText.btn404,Вернуться на главную,Regresa a la página principal
286,buttonText.btnSupport,Техническая поддержка,Soporte técnico
287,buttonText.btnPartner,Стать партнером,Convertirse en un compañero
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, soporte personalizado de usuario"
289,contactsHeaderText.text,Подзаголовок,Solicite una llamada y nos pondremos en contacto con usted en breve.
290,contactsListText.contact2,Наша почта,Nuestro correo electrónico
291,contactsListText.contact3,Месторасположение,Localización
292,contactsListText.contact1,Международный номер,Número internacional
12. Тайтлы,,,
293,titles.index,index,{Nombre del corredor} - ganancia financiera independencia
294,titles.notFound,404,404 - {Brokername} - Gana la independencia financiera
295,titles.licenses,licenses,Acreditación y licencias- {brokername} - ganancia financiera independencia
296,titles.reminder,recovery,Recuperación de contraseña - {brokername} - ganancia financiera independencia
297,titles.register,register,Registrarse - {nombre del agente} - ganancia financiera independencia
298,titles.login,login,Iniciar sesión - {Nombre del corredor} - Gana la independencia financiera
299,titles.about,about,Acerca de la empresa - {Brokername} - ¡Gana dinero fácilmente!
300,titles.contacts,contacts,Contactos- {Brokername} - Soporte de usuario redondo al día
301,titles.markets,markets,Más de 200 instrumentos financieros para el comercio desde cualquier parte del mundo.
302,titles.commodities,commodities,Comercio de productos básicos con {nombre del agente}
303,titles.crypto,crypto,CryptAcurrenciesas - CFD de comercio para cryptocurrencies juntos {Brokername}
304,titles.forex,forex,Las monedas son el mercado más estable y prometedor para la inversión.
305,titles.indices,indices,Los índices se convierten en un profesional en el comercio de índices CFD
306,titles.metals,metals,Metales: comercio rentable de contratos de CFD para metales.
307,titles.stocks,stocks,Stocks - Stocks Cotizaciones en línea desde {Brokername}
308,titles.trading,trading,CONDICIONES DE COMERCIO: CUENTAS DE COMERCIO {NOMBRE DE BROKER}
